"SimpleTree"	"RotateCl10"	"RotateCl20"	"RotateCl30"	"RotateCl40"	"RotateCl50"	"AdaBoost10"	"AdaBoost20"	"AdaBoost30"	"AdaBoost40"	"AdaBoost50"	"Bagging10"	"Bagging20"	"Bagging30"	"Bagging40"	"Bagging50"	"RandomForest10"	"RandomForest20"	"RandomForest30"	"RandomForest40"	"RandomForest50"
0.804066543438078	0.792975970425139	0.794824399260629	0.789279112754159	0.798521256931608	0.800369685767098	0.841035120147874	0.848428835489834	0.837338262476895	0.861367837338262	0.844731977818854	0.800369685767098	0.817005545286506	0.826247689463956	0.839186691312384	0.809611829944547	0.881700554528651	0.88909426987061	0.88539741219963	0.88909426987061	0.896487985212569
0.824399260628466	0.831792975970425	0.815157116451017	0.824399260628466	0.829944547134935	0.839186691312384	0.863216266173752	0.878003696857671	0.89279112754159	0.902033271719039	0.88354898336414	0.863216266173752	0.870609981515712	0.855822550831793	0.866913123844732	0.868761552680222	0.909426987060998	0.920517560073937	0.927911275415896	0.924214417744917	0.924214417744917
0.794824399260629	0.820702402957486	0.817005545286506	0.802218114602588	0.802218114602588	0.818853974121996	0.859519408502773	0.88354898336414	0.861367837338262	0.88724584103512	0.88354898336414	0.822550831792976	0.815157116451017	0.822550831792976	0.829944547134935	0.824399260628466	0.894639556377079	0.913123844731978	0.916820702402958	0.914972273567468	0.913123844731978
0.820702402957486	0.824399260628466	0.815157116451017	0.831792975970425	0.829944547134935	0.828096118299446	0.846580406654344	0.852125693160813	0.863216266173752	0.857670979667283	0.866913123844732	0.826247689463956	0.822550831792976	0.828096118299446	0.824399260628466	0.839186691312384	0.903881700554529	0.900184842883549	0.911275415896488	0.914972273567468	0.913123844731978
0.855822550831793	0.817005545286506	0.822550831792976	0.828096118299446	0.813308687615527	0.815157116451017	0.900184842883549	0.896487985212569	0.898336414048059	0.900184842883549	0.88724584103512	0.874306839186691	0.874306839186691	0.868761552680222	0.878003696857671	0.866913123844732	0.916820702402958	0.920517560073937	0.929759704251386	0.926062846580407	0.922365988909427
0.818853974121996	0.800369685767098	0.817005545286506	0.829944547134935	0.820702402957486	0.828096118299446	0.848428835489834	0.874306839186691	0.868761552680222	0.881700554528651	0.878003696857671	0.837338262476895	0.842883548983364	0.829944547134935	0.846580406654344	0.850277264325323	0.902033271719039	0.909426987060998	0.914972273567468	0.913123844731978	0.911275415896488
0.818853974121996	0.809611829944547	0.811460258780037	0.824399260628466	0.805914972273567	0.817005545286506	0.850277264325323	0.857670979667283	0.853974121996303	0.863216266173752	0.866913123844732	0.846580406654344	0.848428835489834	0.850277264325323	0.842883548983364	0.848428835489834	0.913123844731978	0.902033271719039	0.909426987060998	0.894639556377079	0.905730129390019
0.798521256931608	0.804066543438078	0.811460258780037	0.805914972273567	0.811460258780037	0.811460258780037	0.865064695009242	0.857670979667283	0.863216266173752	0.852125693160813	0.855822550831793	0.818853974121996	0.807763401109057	0.822550831792976	0.794824399260629	0.811460258780037	0.89279112754159	0.88724584103512	0.89279112754159	0.902033271719039	0.903881700554529
0.841035120147874	0.831792975970425	0.822550831792976	0.831792975970425	0.820702402957486	0.824399260628466	0.868761552680222	0.878003696857671	0.88539741219963	0.88539741219963	0.878003696857671	0.826247689463956	0.842883548983364	0.829944547134935	0.852125693160813	0.844731977818854	0.920517560073937	0.916820702402958	0.916820702402958	0.931608133086876	0.931608133086876
0.802218114602588	0.822550831792976	0.798521256931608	0.809611829944547	0.807763401109057	0.807763401109057	0.859519408502773	0.850277264325323	0.853974121996303	0.846580406654344	0.844731977818854	0.826247689463956	0.829944547134935	0.829944547134935	0.824399260628466	0.833641404805915	0.902033271719039	0.876155268022181	0.89279112754159	0.89279112754159	0.88724584103512
0.841035120147874	0.802218114602588	0.807763401109057	0.809611829944547	0.811460258780037	0.807763401109057	0.852125693160813	0.857670979667283	0.846580406654344	0.859519408502773	0.872458410351201	0.841035120147874	0.824399260628466	0.822550831792976	0.822550831792976	0.835489833641405	0.896487985212569	0.8909426987061	0.905730129390019	0.896487985212569	0.900184842883549
0.820702402957486	0.811460258780037	0.820702402957486	0.824399260628466	0.822550831792976	0.839186691312384	0.857670979667283	0.844731977818854	0.874306839186691	0.865064695009242	0.868761552680222	0.835489833641405	0.841035120147874	0.835489833641405	0.817005545286506	0.841035120147874	0.900184842883549	0.905730129390019	0.909426987060998	0.88909426987061	0.909426987060998
0.818853974121996	0.815157116451017	0.818853974121996	0.800369685767098	0.817005545286506	0.820702402957486	0.859519408502773	0.859519408502773	0.865064695009242	0.865064695009242	0.872458410351201	0.848428835489834	0.817005545286506	0.839186691312384	0.833641404805915	0.829944547134935	0.8909426987061	0.896487985212569	0.905730129390019	0.911275415896488	0.896487985212569
0.807763401109057	0.818853974121996	0.805914972273567	0.813308687615527	0.800369685767098	0.807763401109057	0.837338262476895	0.844731977818854	0.853974121996303	0.844731977818854	0.865064695009242	0.818853974121996	0.831792975970425	0.822550831792976	0.822550831792976	0.829944547134935	0.896487985212569	0.8909426987061	0.900184842883549	0.898336414048059	0.898336414048059
0.805914972273567	0.813308687615527	0.807763401109057	0.824399260628466	0.820702402957486	0.820702402957486	0.863216266173752	0.865064695009242	0.865064695009242	0.876155268022181	0.88354898336414	0.831792975970425	0.844731977818854	0.835489833641405	0.826247689463956	0.833641404805915	0.903881700554529	0.896487985212569	0.902033271719039	0.902033271719039	0.914972273567468
0.815157116451017	0.807763401109057	0.818853974121996	0.813308687615527	0.828096118299446	0.818853974121996	0.850277264325323	0.853974121996303	0.844731977818854	0.863216266173752	0.850277264325323	0.831792975970425	0.817005545286506	0.833641404805915	0.839186691312384	0.833641404805915	0.876155268022181	0.903881700554529	0.903881700554529	0.902033271719039	0.907578558225508
0.853974121996303	0.820702402957486	0.822550831792976	0.831792975970425	0.818853974121996	0.824399260628466	0.872458410351201	0.874306839186691	0.872458410351201	0.876155268022181	0.896487985212569	0.863216266173752	0.857670979667283	0.844731977818854	0.866913123844732	0.846580406654344	0.894639556377079	0.911275415896488	0.914972273567468	0.907578558225508	0.927911275415896
0.811460258780037	0.792975970425139	0.809611829944547	0.804066543438078	0.813308687615527	0.826247689463956	0.848428835489834	0.865064695009242	0.844731977818854	0.866913123844732	0.841035120147874	0.829944547134935	0.820702402957486	0.833641404805915	0.844731977818854	0.826247689463956	0.876155268022181	0.88724584103512	0.894639556377079	0.88724584103512	0.903881700554529
0.815157116451017	0.828096118299446	0.824399260628466	0.820702402957486	0.820702402957486	0.826247689463956	0.857670979667283	0.859519408502773	0.861367837338262	0.878003696857671	0.872458410351201	0.829944547134935	0.824399260628466	0.829944547134935	0.829944547134935	0.835489833641405	0.918669131238447	0.896487985212569	0.898336414048059	0.905730129390019	0.914972273567468
0.833641404805915	0.824399260628466	0.829944547134935	0.809611829944547	0.824399260628466	0.817005545286506	0.872458410351201	0.88539741219963	0.870609981515712	0.870609981515712	0.865064695009242	0.835489833641405	0.852125693160813	0.857670979667283	0.848428835489834	0.846580406654344	0.913123844731978	0.920517560073937	0.920517560073937	0.924214417744917	0.918669131238447
0.826247689463956	0.820702402957486	0.818853974121996	0.811460258780037	0.809611829944547	0.809611829944547	0.870609981515712	0.881700554528651	0.878003696857671	0.874306839186691	0.876155268022181	0.807763401109057	0.824399260628466	0.824399260628466	0.842883548983364	0.828096118299446	0.900184842883549	0.907578558225508	0.922365988909427	0.924214417744917	0.920517560073937
0.820702402957486	0.787430683918669	0.815157116451017	0.796672828096118	0.815157116451017	0.807763401109057	0.839186691312384	0.848428835489834	0.850277264325323	0.850277264325323	0.853974121996303	0.809611829944547	0.818853974121996	0.811460258780037	0.805914972273567	0.815157116451017	0.898336414048059	0.905730129390019	0.916820702402958	0.911275415896488	0.911275415896488
0.841035120147874	0.833641404805915	0.839186691312384	0.833641404805915	0.822550831792976	0.831792975970425	0.878003696857671	0.870609981515712	0.878003696857671	0.876155268022181	0.876155268022181	0.833641404805915	0.844731977818854	0.855822550831793	0.846580406654344	0.852125693160813	0.894639556377079	0.909426987060998	0.902033271719039	0.894639556377079	0.914972273567468
0.822550831792976	0.826247689463956	0.820702402957486	0.826247689463956	0.826247689463956	0.822550831792976	0.865064695009242	0.853974121996303	0.872458410351201	0.870609981515712	0.881700554528651	0.829944547134935	0.844731977818854	0.853974121996303	0.852125693160813	0.865064695009242	0.902033271719039	0.907578558225508	0.922365988909427	0.903881700554529	0.905730129390019
0.794824399260629	0.791127541589649	0.796672828096118	0.798521256931608	0.792975970425139	0.794824399260629	0.844731977818854	0.865064695009242	0.861367837338262	0.866913123844732	0.852125693160813	0.820702402957486	0.822550831792976	0.831792975970425	0.831792975970425	0.822550831792976	0.88909426987061	0.894639556377079	0.903881700554529	0.905730129390019	0.89279112754159
0.818853974121996	0.829944547134935	0.807763401109057	0.817005545286506	0.805914972273567	0.820702402957486	0.868761552680222	0.874306839186691	0.866913123844732	0.872458410351201	0.874306839186691	0.852125693160813	0.842883548983364	0.846580406654344	0.850277264325323	0.848428835489834	0.909426987060998	0.914972273567468	0.907578558225508	0.918669131238447	0.920517560073937
0.813308687615527	0.855822550831793	0.842883548983364	0.850277264325323	0.844731977818854	0.841035120147874	0.863216266173752	0.861367837338262	0.876155268022181	0.88909426987061	0.878003696857671	0.844731977818854	0.842883548983364	0.841035120147874	0.848428835489834	0.848428835489834	0.916820702402958	0.903881700554529	0.920517560073937	0.914972273567468	0.929759704251386
0.853974121996303	0.839186691312384	0.831792975970425	0.842883548983364	0.818853974121996	0.839186691312384	0.863216266173752	0.88354898336414	0.870609981515712	0.878003696857671	0.876155268022181	0.850277264325323	0.857670979667283	0.848428835489834	0.861367837338262	0.865064695009242	0.902033271719039	0.898336414048059	0.911275415896488	0.907578558225508	0.905730129390019
