"SimpleTree"	"RotateCl10"	"RotateCl20"	"RotateCl30"	"RotateCl40"	"RotateCl50"	"AdaBoost10"	"AdaBoost20"	"AdaBoost30"	"AdaBoost40"	"AdaBoost50"	"Bagging10"	"Bagging20"	"Bagging30"	"Bagging40"	"Bagging50"	"RandomForest10"	"RandomForest20"	"RandomForest30"	"RandomForest40"	"RandomForest50"
1	1	1	0.954545454545455	0.954545454545455	0.954545454545455	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	0.909090909090909	0.863636363636364	0.863636363636364	0.863636363636364	0.863636363636364	0.818181818181818	0.909090909090909	0.863636363636364	0.863636363636364	0.909090909090909	0.909090909090909	1	0.909090909090909	0.954545454545455	0.954545454545455	0.909090909090909	0.954545454545455	0.909090909090909	1	0.954545454545455
0.909090909090909	1	0.909090909090909	0.954545454545455	0.954545454545455	0.954545454545455	0.909090909090909	0.954545454545455	0.909090909090909	0.954545454545455	1	0.863636363636364	0.818181818181818	0.863636363636364	0.863636363636364	0.863636363636364	0.909090909090909	0.954545454545455	0.954545454545455	1	0.954545454545455
1	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	1	0.909090909090909	0.954545454545455	0.909090909090909	0.954545454545455	0.954545454545455	1	1	1	0.954545454545455	0.954545454545455	1	1	0.954545454545455
0.954545454545455	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.909090909090909	0.954545454545455	0.954545454545455	1	1	0.954545454545455	0.954545454545455	1	0.954545454545455	1	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	1	1	1	0.954545454545455	1
0.954545454545455	1	1	1	1	0.954545454545455	1	1	1	1	1	1	0.954545454545455	0.954545454545455	1	1	1	0.954545454545455	1	1	1
1	1	1	1	1	1	1	1	1	1	1	0.954545454545455	0.954545454545455	1	1	0.954545454545455	1	1	1	1	1
1	0.954545454545455	0.909090909090909	0.909090909090909	0.909090909090909	0.954545454545455	1	1	1	1	1	1	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	1	1	1	1	1
0.954545454545455	0.863636363636364	0.863636363636364	0.863636363636364	0.909090909090909	0.863636363636364	0.954545454545455	0.909090909090909	0.909090909090909	0.954545454545455	1	0.909090909090909	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.909090909090909	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455
0.863636363636364	0.909090909090909	1	1	1	0.954545454545455	0.909090909090909	0.954545454545455	0.909090909090909	0.909090909090909	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	1	0.954545454545455	1
0.909090909090909	0.954545454545455	0.954545454545455	0.909090909090909	0.954545454545455	0.954545454545455	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.954545454545455	0.909090909090909	0.954545454545455	0.909090909090909	0.954545454545455
0.863636363636364	0.863636363636364	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.954545454545455	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.954545454545455	0.909090909090909	1	0.954545454545455	0.954545454545455	1	0.954545454545455	1	0.954545454545455	0.954545454545455
1	1	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	1	1	1	1	1	1	1	1	1	1	1
0.954545454545455	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.909090909090909	0.954545454545455	0.909090909090909	0.909090909090909	0.909090909090909	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455
0.954545454545455	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	1	0.954545454545455	0.954545454545455	1	0.954545454545455	0.954545454545455	0.954545454545455	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455
0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.909090909090909	0.954545454545455	0.954545454545455	0.954545454545455	0.863636363636364	0.909090909090909	0.909090909090909	0.954545454545455	0.954545454545455	1	0.954545454545455	0.954545454545455	0.909090909090909	0.909090909090909
1	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	1	1	1	0.909090909090909	0.909090909090909	0.954545454545455	1	0.909090909090909	1	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455
0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455
1	1	1	1	1	1	1	1	1	1	1	0.909090909090909	0.954545454545455	1	0.909090909090909	1	1	1	1	1	1
0.909090909090909	1	1	0.954545454545455	1	0.954545454545455	1	1	1	1	1	1	1	0.954545454545455	1	0.954545454545455	1	1	1	1	1
0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.909090909090909	0.954545454545455	0.954545454545455	1	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	1	0.954545454545455	1	0.954545454545455	0.954545454545455	0.954545454545455
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455
0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909
0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.909090909090909	0.909090909090909	0.954545454545455	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.863636363636364	1	1	1	1	1	0.909090909090909	0.863636363636364	0.909090909090909	0.909090909090909	0.863636363636364	0.863636363636364	0.863636363636364	0.863636363636364	0.863636363636364	0.863636363636364	0.954545454545455	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909
0.909090909090909	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455	0.909090909090909	0.909090909090909	0.954545454545455	0.909090909090909	0.954545454545455	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.954545454545455	0.954545454545455	0.954545454545455	0.954545454545455
